gid_0,outcome,predicted,predicted_error,date
KGZ,mobile_fm_ratio,0.997,0.039,2024-06
KGZ,mobile_women,0.769,1.464,2024-06
KGZ,mobile_men,0.809,0.089,2024-06
KEN,internet_fm_ratio,0.83,0.055,2024-06
KEN,internet_women,0.415,0.607,2024-06
KEN,internet_men,0.522,0.464,2024-06
KEN,mobile_fm_ratio,0.971,0.041,2024-06
KEN,mobile_women,0.719,0.831,2024-06
KEN,mobile_men,0.787,0.086,2024-06
KAZ,internet_fm_ratio,0.995,0.055,2024-06
KAZ,internet_women,0.921,2.334,2024-06
KAZ,internet_men,0.929,1.564,2024-06
KAZ,mobile_fm_ratio,1.023,0.039,2024-06
KAZ,mobile_women,0.934,1.215,2024-06
KAZ,mobile_men,0.904,0.094,2024-06
JPN,internet_fm_ratio,0.958,0.035,2024-06
JPN,internet_women,0.831,4.347,2024-06
JPN,internet_men,0.864,2.835,2024-06
JPN,mobile_fm_ratio,0.989,0.036,2024-06
JPN,mobile_women,0.925,0.858,2024-06
JPN,mobile_men,0.937,0.082,2024-06
JOR,internet_fm_ratio,0.945,0.05,2024-06
JOR,internet_women,0.835,1.04,2024-06
JOR,internet_men,0.869,0.74,2024-06
JOR,mobile_fm_ratio,0.986,0.038,2024-06
JOR,mobile_women,0.86,2.307,2024-06
JOR,mobile_men,0.881,0.078,2024-06
JAM,internet_fm_ratio,1.041,0.041,2024-06
JAM,internet_women,0.821,1.073,2024-06
JAM,internet_men,0.802,0.767,2024-06
JAM,mobile_fm_ratio,1.013,0.046,2024-06
JAM,mobile_women,0.858,0.876,2024-06
JAM,mobile_men,0.837,0.098,2024-06
ITA,internet_fm_ratio,0.981,0.037,2024-06
ITA,internet_women,0.848,4.415,2024-06
ITA,internet_men,0.861,2.882,2024-06
ITA,mobile_fm_ratio,0.988,0.038,2024-06
ITA,mobile_women,0.947,1.267,2024-06
ITA,mobile_men,0.954,0.086,2024-06
ISR,internet_fm_ratio,0.995,0.053,2024-06
ISR,internet_women,0.907,4.373,2024-06
ISR,internet_men,0.903,2.862,2024-06
ISR,mobile_fm_ratio,0.993,0.039,2024-06
ISR,mobile_women,0.957,2.913,2024-06
ISR,mobile_men,0.953,0.089,2024-06
ISL,internet_fm_ratio,1.01,0.044,2024-06
ISL,internet_women,0.99,5.441,2024-06
ISL,internet_men,0.99,3.542,2024-06
ISL,mobile_fm_ratio,0.991,0.042,2024-06
ISL,mobile_women,0.895,1.403,2024-06
ISL,mobile_men,0.903,0.095,2024-06
IRQ,internet_fm_ratio,0.837,0.054,2024-06
IRQ,internet_women,0.699,1.018,2024-06
IRQ,internet_men,0.802,0.719,2024-06
IRQ,mobile_fm_ratio,0.822,0.034,2024-06
IRQ,mobile_women,0.657,1.732,2024-06
IRQ,mobile_men,0.758,0.064,2024-06
IRL,internet_fm_ratio,1.011,0.041,2024-06
IRL,internet_women,0.964,8.609,2024-06
IRL,internet_men,0.936,5.549,2024-06
IRL,mobile_fm_ratio,1.003,0.038,2024-06
IRL,mobile_women,0.911,0.65,2024-06
IRL,mobile_men,0.921,0.09,2024-06
IND,internet_fm_ratio,0.801,0.042,2024-06
IND,internet_women,0.432,0.798,2024-06
IND,internet_men,0.566,0.581,2024-06
IND,mobile_fm_ratio,0.839,0.035,2024-06
IND,mobile_women,0.685,1.207,2024-06
IND,mobile_men,0.877,0.071,2024-06
IDN,internet_fm_ratio,0.934,0.044,2024-06
IDN,internet_women,0.692,1.296,2024-06
IDN,internet_men,0.734,0.899,2024-06
IDN,mobile_fm_ratio,0.9,0.039,2024-06
IDN,mobile_women,0.695,0.784,2024-06
IDN,mobile_men,0.766,0.083,2024-06
HUN,internet_fm_ratio,1.005,0.039,2024-06
HUN,internet_women,0.903,3.44,2024-06
HUN,internet_men,0.889,2.262,2024-06
HUN,mobile_fm_ratio,1.006,0.039,2024-06
HUN,mobile_women,0.946,1.267,2024-06
HUN,mobile_men,0.91,0.094,2024-06
HTI,internet_fm_ratio,0.772,0.05,2024-06
HTI,internet_women,0.415,0.404,2024-06
HTI,internet_men,0.479,0.333,2024-06
HTI,mobile_fm_ratio,0.882,0.04,2024-06
HTI,mobile_women,0.634,0.242,2024-06
HTI,mobile_men,0.721,0.098,2024-06
HRV,internet_fm_ratio,0.974,0.041,2024-06
HRV,internet_women,0.817,3.46,2024-06
HRV,internet_men,0.842,2.28,2024-06
HRV,mobile_fm_ratio,1.002,0.041,2024-06
HRV,mobile_women,0.951,1.719,2024-06
HRV,mobile_men,0.957,0.09,2024-06
HND,internet_fm_ratio,1.018,0.048,2024-06
HND,internet_women,0.485,0.647,2024-06
HND,internet_men,0.549,0.491,2024-06
HND,mobile_fm_ratio,0.986,0.043,2024-06
HND,mobile_women,0.704,0.949,2024-06
HND,mobile_men,0.798,0.087,2024-06
GUY,internet_fm_ratio,0.987,0.047,2024-06
GUY,internet_women,0.785,3.605,2024-06
GUY,internet_men,0.8,2.37,2024-06
GUY,mobile_fm_ratio,1.003,0.042,2024-06
GUY,mobile_women,0.821,0.844,2024-06
GUY,mobile_men,0.791,0.088,2024-06
GTM,internet_fm_ratio,0.924,0.045,2024-06
GTM,internet_women,0.537,1,2024-06
GTM,internet_men,0.595,0.708,2024-06
GTM,mobile_fm_ratio,0.93,0.039,2024-06
GTM,mobile_women,0.712,0.615,2024-06
GTM,mobile_men,0.757,0.08,2024-06
GRD,internet_fm_ratio,0.988,0.044,2024-06
GRD,internet_women,0.785,1.449,2024-06
GRD,internet_men,0.789,0.999,2024-06
GRD,mobile_fm_ratio,1.024,0.041,2024-06
GRD,mobile_women,0.893,0.86,2024-06
GRD,mobile_men,0.857,0.087,2024-06
GRC,internet_fm_ratio,0.983,0.037,2024-06
GRC,internet_women,0.83,3.161,2024-06
GRC,internet_men,0.851,2.082,2024-06
GRC,mobile_fm_ratio,0.995,0.038,2024-06
GRC,mobile_women,0.942,2.352,2024-06
GRC,mobile_men,0.964,0.086,2024-06
GNQ,internet_fm_ratio,0.664,0.063,2024-06
GNQ,internet_women,0.428,1.184,2024-06
GNQ,internet_men,0.492,0.832,2024-06
GNQ,mobile_fm_ratio,0.777,0.044,2024-06
GNQ,mobile_women,0.695,1.194,2024-06
GNQ,mobile_men,0.761,0.081,2024-06
GNB,internet_fm_ratio,0.604,0.058,2024-06
GNB,internet_women,0.357,0.322,2024-06
GNB,internet_men,0.43,0.278,2024-06
GNB,mobile_fm_ratio,0.806,0.038,2024-06
GNB,mobile_women,0.633,1.41,2024-06
GNB,mobile_men,0.764,0.078,2024-06
GMB,internet_fm_ratio,0.697,0.071,2024-06
GMB,internet_women,0.454,0.381,2024-06
GMB,internet_men,0.597,0.339,2024-06
GMB,mobile_fm_ratio,0.865,0.046,2024-06
GMB,mobile_women,0.705,0.778,2024-06
GMB,mobile_men,0.8,0.09,2024-06
GIN,internet_fm_ratio,0.59,0.06,2024-06
GIN,internet_women,0.296,0.37,2024-06
GIN,internet_men,0.457,0.304,2024-06
GIN,mobile_fm_ratio,0.797,0.037,2024-06
GIN,mobile_women,0.651,0.963,2024-06
GIN,mobile_men,0.814,0.072,2024-06
GHA,internet_fm_ratio,0.722,0.056,2024-06
GHA,internet_women,0.472,0.664,2024-06
GHA,internet_men,0.619,0.5,2024-06
GHA,mobile_fm_ratio,0.912,0.04,2024-06
GHA,mobile_women,0.757,0.64,2024-06
GHA,mobile_men,0.83,0.097,2024-06
GEO,internet_fm_ratio,1,0.043,2024-06
GEO,internet_women,0.791,1.676,2024-06
GEO,internet_men,0.79,1.141,2024-06
GEO,mobile_fm_ratio,0.982,0.039,2024-06
GEO,mobile_women,0.879,1.575,2024-06
GEO,mobile_men,0.862,0.087,2024-06
GBR,internet_fm_ratio,1.003,0.04,2024-06
GBR,internet_women,0.964,4.647,2024-06
GBR,internet_men,0.978,3.032,2024-06
GBR,mobile_fm_ratio,0.995,0.04,2024-06
GBR,mobile_women,0.94,1.256,2024-06
GBR,mobile_men,0.938,0.091,2024-06
GAB,internet_fm_ratio,0.924,0.057,2024-06
GAB,internet_women,0.63,1.232,2024-06
GAB,internet_men,0.709,0.863,2024-06
GAB,mobile_fm_ratio,0.996,0.043,2024-06
GAB,mobile_women,0.84,1.432,2024-06
GAB,mobile_men,0.849,0.085,2024-06
FSM,internet_fm_ratio,1.018,0.049,2024-06
FSM,internet_women,0.605,0.494,2024-06
FSM,internet_men,0.629,0.391,2024-06
FSM,mobile_fm_ratio,0.977,0.039,2024-06
FSM,mobile_women,0.756,0.955,2024-06
FSM,mobile_men,0.779,0.084,2024-06
FRA,internet_fm_ratio,0.99,0.042,2024-06
FRA,internet_women,0.857,4.723,2024-06
FRA,internet_men,0.859,3.079,2024-06
FRA,mobile_fm_ratio,0.99,0.039,2024-06
FRA,mobile_women,0.947,1.339,2024-06
FRA,mobile_men,0.954,0.089,2024-06
FJI,internet_fm_ratio,0.973,0.048,2024-06
FJI,internet_women,0.822,1.228,2024-06
FJI,internet_men,0.842,0.86,2024-06
FJI,mobile_fm_ratio,0.974,0.04,2024-06
FJI,mobile_women,0.81,1.036,2024-06
FJI,mobile_men,0.843,0.083,2024-06
FIN,internet_fm_ratio,1.005,0.04,2024-06
FIN,internet_women,0.933,4.931,2024-06
FIN,internet_men,0.933,3.214,2024-06
FIN,mobile_fm_ratio,0.999,0.041,2024-06
FIN,mobile_women,0.935,1.797,2024-06
FIN,mobile_men,0.933,0.093,2024-06
ETH,internet_fm_ratio,0.606,0.063,2024-06
ETH,internet_women,0.144,0.385,2024-06
ETH,internet_men,0.212,0.329,2024-06
ETH,mobile_fm_ratio,0.579,0.042,2024-06
ETH,mobile_women,0.386,0.825,2024-06
ETH,mobile_men,0.665,0.09,2024-06
EST,internet_fm_ratio,1.017,0.041,2024-06
EST,internet_women,0.918,3.733,2024-06
EST,internet_men,0.899,2.453,2024-06
EST,mobile_fm_ratio,1.002,0.041,2024-06
EST,mobile_women,0.958,1.716,2024-06
EST,mobile_men,0.948,0.095,2024-06
ESP,internet_fm_ratio,0.998,0.037,2024-06
ESP,internet_women,0.95,4.004,2024-06
ESP,internet_men,0.943,2.622,2024-06
ESP,mobile_fm_ratio,1.003,0.04,2024-06
ESP,mobile_women,0.932,1.158,2024-06
ESP,mobile_men,0.95,0.09,2024-06
ERI,internet_fm_ratio,0.527,0.057,2024-06
ERI,internet_women,0.154,0.325,2024-06
ERI,internet_men,0.343,0.279,2024-06
ERI,mobile_fm_ratio,0.67,0.037,2024-06
ERI,mobile_women,0.563,1.057,2024-06
ERI,mobile_men,0.669,0.079,2024-06
EGY,internet_fm_ratio,0.845,0.051,2024-06
EGY,internet_women,0.675,1.333,2024-06
EGY,internet_men,0.791,0.923,2024-06
EGY,mobile_fm_ratio,0.937,0.037,2024-06
EGY,mobile_women,0.91,1.627,2024-06
EGY,mobile_men,0.907,0.086,2024-06
ECU,internet_fm_ratio,0.993,0.044,2024-06
ECU,internet_women,0.726,1.168,2024-06
ECU,internet_men,0.729,0.819,2024-06
ECU,mobile_fm_ratio,0.989,0.042,2024-06
ECU,mobile_women,0.685,1.15,2024-06
ECU,mobile_men,0.692,0.087,2024-06
DZA,internet_fm_ratio,0.892,0.052,2024-06
DZA,internet_women,0.685,1.211,2024-06
DZA,internet_men,0.771,0.852,2024-06
DZA,mobile_fm_ratio,0.925,0.038,2024-06
DZA,mobile_women,0.808,2.062,2024-06
DZA,mobile_men,0.898,0.076,2024-06
DOM,internet_fm_ratio,1.013,0.05,2024-06
DOM,internet_women,0.831,1.956,2024-06
DOM,internet_men,0.814,1.331,2024-06
DOM,mobile_fm_ratio,1,0.047,2024-06
DOM,mobile_women,0.787,0.748,2024-06
DOM,mobile_men,0.799,0.093,2024-06
DNK,internet_fm_ratio,1.007,0.041,2024-06
DNK,internet_women,0.981,6.143,2024-06
DNK,internet_men,0.977,3.983,2024-06
DNK,mobile_fm_ratio,0.995,0.039,2024-06
DNK,mobile_women,0.897,1.283,2024-06
DNK,mobile_men,0.909,0.089,2024-06
DJI,internet_fm_ratio,0.743,0.05,2024-06
DJI,internet_women,0.433,0.608,2024-06
DJI,internet_men,0.606,0.466,2024-06
DJI,mobile_fm_ratio,0.689,0.039,2024-06
DJI,mobile_women,0.627,1.067,2024-06
DJI,mobile_men,0.734,0.079,2024-06
DEU,internet_fm_ratio,0.982,0.038,2024-06
DEU,internet_women,0.914,5.487,2024-06
DEU,internet_men,0.929,3.561,2024-06
DEU,mobile_fm_ratio,0.983,0.037,2024-06
DEU,mobile_women,0.924,1.03,2024-06
DEU,mobile_men,0.935,0.086,2024-06
CZE,internet_fm_ratio,0.966,0.042,2024-06
CZE,internet_women,0.834,4.003,2024-06
CZE,internet_men,0.864,2.623,2024-06
CZE,mobile_fm_ratio,0.995,0.039,2024-06
CZE,mobile_women,0.956,1.208,2024-06
CZE,mobile_men,0.961,0.09,2024-06
CYP,internet_fm_ratio,1.024,0.037,2024-06
CYP,internet_women,0.906,4.014,2024-06
CYP,internet_men,0.887,2.626,2024-06
CYP,mobile_fm_ratio,1.003,0.039,2024-06
CYP,mobile_women,0.965,2.169,2024-06
CYP,mobile_men,0.954,0.088,2024-06
CRI,internet_fm_ratio,1.01,0.04,2024-06
CRI,internet_women,0.819,2.089,2024-06
CRI,internet_men,0.813,1.405,2024-06
CRI,mobile_fm_ratio,1.012,0.041,2024-06
CRI,mobile_women,0.871,0.229,2024-06
CRI,mobile_men,0.82,0.087,2024-06
CPV,internet_fm_ratio,0.97,0.042,2024-06
CPV,internet_women,0.648,0.864,2024-06
CPV,internet_men,0.71,0.625,2024-06
CPV,mobile_fm_ratio,0.989,0.042,2024-06
CPV,mobile_women,0.752,0.522,2024-06
CPV,mobile_men,0.793,0.088,2024-06
COM,internet_fm_ratio,0.696,0.061,2024-06
COM,internet_women,0.419,0.47,2024-06
COM,internet_men,0.549,0.382,2024-06
COM,mobile_fm_ratio,0.894,0.041,2024-06
COM,mobile_women,0.687,1.071,2024-06
COM,mobile_men,0.775,0.083,2024-06
COL,internet_fm_ratio,1.017,0.041,2024-06
COL,internet_women,0.748,1.58,2024-06
COL,internet_men,0.737,1.079,2024-06
COL,mobile_fm_ratio,1.021,0.041,2024-06
COL,mobile_women,0.792,1.322,2024-06
COL,mobile_men,0.769,0.089,2024-06
COG,internet_fm_ratio,0.72,0.064,2024-06
COG,internet_women,0.206,0.442,2024-06
COG,internet_men,0.288,0.368,2024-06
COG,mobile_fm_ratio,0.894,0.045,2024-06
COG,mobile_women,0.473,1.747,2024-06
COG,mobile_men,0.693,0.081,2024-06
COD,internet_fm_ratio,0.519,0.079,2024-06
COD,internet_women,0.184,0.281,2024-06
COD,internet_men,0.338,0.265,2024-06
COD,mobile_fm_ratio,0.765,0.042,2024-06
COD,mobile_women,0.547,0.679,2024-06
COD,mobile_men,0.577,0.085,2024-06
CMR,internet_fm_ratio,0.7,0.063,2024-06
CMR,internet_women,0.352,0.503,2024-06
CMR,internet_men,0.456,0.395,2024-06
CMR,mobile_fm_ratio,0.843,0.04,2024-06
CMR,mobile_women,0.666,0.923,2024-06
CMR,mobile_men,0.775,0.08,2024-06
CIV,internet_fm_ratio,0.708,0.063,2024-06
CIV,internet_women,0.339,0.667,2024-06
CIV,internet_men,0.453,0.498,2024-06
CIV,mobile_fm_ratio,0.89,0.039,2024-06
CIV,mobile_women,0.654,0.843,2024-06
CIV,mobile_men,0.729,0.074,2024-06
CHN,internet_fm_ratio,0.978,0.035,2024-06
CHN,internet_women,0.773,1.865,2024-06
CHN,internet_men,0.783,1.261,2024-06
CHN,mobile_fm_ratio,0.967,0.039,2024-06
CHN,mobile_women,0.912,1.062,2024-06
CHN,mobile_men,0.923,0.086,2024-06
CHL,internet_fm_ratio,0.992,0.039,2024-06
CHL,internet_women,0.907,2.491,2024-06
CHL,internet_men,0.891,1.658,2024-06
CHL,mobile_fm_ratio,1.028,0.039,2024-06
CHL,mobile_women,0.926,1.407,2024-06
CHL,mobile_men,0.891,0.087,2024-06
CHE,internet_fm_ratio,0.992,0.038,2024-06
CHE,internet_women,0.96,6.854,2024-06
CHE,internet_men,0.958,4.431,2024-06
CHE,mobile_fm_ratio,0.992,0.037,2024-06
CHE,mobile_women,0.949,1.355,2024-06
CHE,mobile_men,0.954,0.086,2024-06
CAN,internet_fm_ratio,0.999,0.039,2024-06
CAN,internet_women,0.938,4.823,2024-06
CAN,internet_men,0.941,3.143,2024-06
CAN,mobile_fm_ratio,0.99,0.04,2024-06
CAN,mobile_women,0.93,1.089,2024-06
CAN,mobile_men,0.927,0.09,2024-06
CAF,internet_fm_ratio,0.451,0.074,2024-06
CAF,internet_women,0.055,0.233,2024-06
CAF,internet_men,0.103,0.216,2024-06
CAF,mobile_fm_ratio,0.56,0.037,2024-06
CAF,mobile_women,0.269,1.167,2024-06
CAF,mobile_men,0.461,0.072,2024-06
BWA,internet_fm_ratio,0.95,0.051,2024-06
BWA,internet_women,0.646,1.58,2024-06
BWA,internet_men,0.686,1.085,2024-06
BWA,mobile_fm_ratio,0.968,0.042,2024-06
BWA,mobile_women,0.84,1.825,2024-06
BWA,mobile_men,0.783,0.091,2024-06
BTN,internet_fm_ratio,0.933,0.039,2024-06
BTN,internet_women,0.822,1.154,2024-06
BTN,internet_men,0.806,0.811,2024-06
BTN,mobile_fm_ratio,0.952,0.041,2024-06
BTN,mobile_women,0.844,1.644,2024-06
BTN,mobile_men,0.879,0.088,2024-06
BRN,internet_fm_ratio,1.046,0.042,2024-06
BRN,internet_women,0.991,5.876,2024-06
BRN,internet_men,0.985,3.813,2024-06
BRN,mobile_fm_ratio,1.013,0.04,2024-06
BRN,mobile_women,0.949,2.35,2024-06
BRN,mobile_men,0.935,0.089,2024-06
BRB,internet_fm_ratio,1.03,0.044,2024-06
BRB,internet_women,0.864,1.578,2024-06
BRB,internet_men,0.821,1.092,2024-06
BRB,mobile_fm_ratio,1.019,0.048,2024-06
BRB,mobile_women,0.88,0.881,2024-06
BRB,mobile_men,0.832,0.101,2024-06
BRA,internet_fm_ratio,1.019,0.041,2024-06
BRA,internet_women,0.795,1.545,2024-06
BRA,internet_men,0.784,1.06,2024-06
BRA,mobile_fm_ratio,1.02,0.042,2024-06
BRA,mobile_women,0.883,0.896,2024-06
BRA,mobile_men,0.844,0.089,2024-06
BOL,internet_fm_ratio,0.948,0.049,2024-06
BOL,internet_women,0.66,0.909,2024-06
BOL,internet_men,0.709,0.654,2024-06
BOL,mobile_fm_ratio,0.977,0.041,2024-06
BOL,mobile_women,0.78,1.224,2024-06
BOL,mobile_men,0.787,0.084,2024-06
BLZ,internet_fm_ratio,0.996,0.045,2024-06
BLZ,internet_women,0.693,1.026,2024-06
BLZ,internet_men,0.744,0.73,2024-06
BLZ,mobile_fm_ratio,1.005,0.043,2024-06
BLZ,mobile_women,0.81,0.816,2024-06
BLZ,mobile_men,0.811,0.088,2024-06
BLR,internet_fm_ratio,1.013,0.037,2024-06
BLR,internet_women,0.902,1.902,2024-06
BLR,internet_men,0.886,1.281,2024-06
BLR,mobile_fm_ratio,1.007,0.038,2024-06
BLR,mobile_women,0.955,1.94,2024-06
BLR,mobile_men,0.944,0.091,2024-06
BIH,internet_fm_ratio,0.963,0.038,2024-06
BIH,internet_women,0.788,1.729,2024-06
BIH,internet_men,0.809,1.176,2024-06
BIH,mobile_fm_ratio,0.987,0.039,2024-06
BIH,mobile_women,0.901,1.115,2024-06
BIH,mobile_men,0.936,0.085,2024-06
BHS,internet_fm_ratio,1.014,0.038,2024-06
BHS,internet_women,0.948,3.276,2024-06
BHS,internet_men,0.933,2.158,2024-06
BHS,mobile_fm_ratio,1.01,0.041,2024-06
BHS,mobile_women,0.886,0.865,2024-06
BHS,mobile_men,0.896,0.093,2024-06
BHR,internet_fm_ratio,1.002,0.046,2024-06
BHR,internet_women,0.997,4.857,2024-06
BHR,internet_men,0.994,3.166,2024-06
BHR,mobile_fm_ratio,0.993,0.041,2024-06
BHR,mobile_women,0.99,2.377,2024-06
BHR,mobile_men,0.986,0.082,2024-06
BGR,internet_fm_ratio,0.988,0.039,2024-06
BGR,internet_women,0.792,2.636,2024-06
BGR,internet_men,0.812,1.751,2024-06
BGR,mobile_fm_ratio,1.003,0.04,2024-06
BGR,mobile_women,0.921,1.35,2024-06
BGR,mobile_men,0.87,0.091,2024-06
BGD,internet_fm_ratio,0.788,0.044,2024-06
BGD,internet_women,0.435,0.762,2024-06
BGD,internet_men,0.52,0.563,2024-06
BGD,mobile_fm_ratio,0.841,0.042,2024-06
BGD,mobile_women,0.664,0.895,2024-06
BGD,mobile_men,0.779,0.079,2024-06
BFA,internet_fm_ratio,0.583,0.068,2024-06
BFA,internet_women,0.206,0.359,2024-06
BFA,internet_men,0.4,0.313,2024-06
BFA,mobile_fm_ratio,0.796,0.044,2024-06
BFA,mobile_women,0.668,1.183,2024-06
BFA,mobile_men,0.824,0.079,2024-06
BEN,internet_fm_ratio,0.576,0.066,2024-06
BEN,internet_women,0.297,0.479,2024-06
BEN,internet_men,0.422,0.377,2024-06
BEN,mobile_fm_ratio,0.817,0.036,2024-06
BEN,mobile_women,0.626,0.783,2024-06
BEN,mobile_men,0.774,0.071,2024-06
BEL,internet_fm_ratio,0.998,0.041,2024-06
BEL,internet_women,0.942,5.333,2024-06
BEL,internet_men,0.94,3.47,2024-06
BEL,mobile_fm_ratio,0.996,0.041,2024-06
BEL,mobile_women,0.927,1.094,2024-06
BEL,mobile_men,0.936,0.09,2024-06
BDI,internet_fm_ratio,0.569,0.071,2024-06
BDI,internet_women,0.094,0.237,2024-06
BDI,internet_men,0.172,0.238,2024-06
BDI,mobile_fm_ratio,0.653,0.042,2024-06
BDI,mobile_women,0.272,1.284,2024-06
BDI,mobile_men,0.44,0.093,2024-06
AZE,internet_fm_ratio,0.956,0.038,2024-06
AZE,internet_women,0.845,1.573,2024-06
AZE,internet_men,0.866,1.072,2024-06
AZE,mobile_fm_ratio,0.989,0.04,2024-06
AZE,mobile_women,0.863,2.288,2024-06
AZE,mobile_men,0.85,0.089,2024-06
AUT,internet_fm_ratio,0.988,0.039,2024-06
AUT,internet_women,0.932,5.606,2024-06
AUT,internet_men,0.941,3.64,2024-06
AUT,mobile_fm_ratio,0.996,0.039,2024-06
AUT,mobile_women,0.951,1.061,2024-06
AUT,mobile_men,0.947,0.09,2024-06
AUS,internet_fm_ratio,1.003,0.041,2024-06
AUS,internet_women,0.968,4.907,2024-06
AUS,internet_men,0.968,3.198,2024-06
AUS,mobile_fm_ratio,0.998,0.04,2024-06
AUS,mobile_women,0.917,1.321,2024-06
AUS,mobile_men,0.927,0.091,2024-06
ARM,internet_fm_ratio,1.035,0.039,2024-06
ARM,internet_women,0.796,1.616,2024-06
ARM,internet_men,0.768,1.103,2024-06
ARM,mobile_fm_ratio,0.994,0.04,2024-06
ARM,mobile_women,0.883,2.44,2024-06
ARM,mobile_men,0.888,0.089,2024-06
ARG,internet_fm_ratio,1.019,0.046,2024-06
ARG,internet_women,0.89,2.282,2024-06
ARG,internet_men,0.888,1.539,2024-06
ARG,mobile_fm_ratio,0.999,0.045,2024-06
ARG,mobile_women,0.88,0.756,2024-06
ARG,mobile_men,0.856,0.141,2024-06
ARE,internet_fm_ratio,0.997,0.043,2024-06
ARE,internet_women,0.995,7.326,2024-06
ARE,internet_men,0.991,4.743,2024-06
ARE,mobile_fm_ratio,1.001,0.043,2024-06
ARE,mobile_women,0.968,2.392,2024-06
ARE,mobile_men,0.975,0.087,2024-06
ALB,internet_fm_ratio,0.976,0.037,2024-06
ALB,internet_women,0.823,1.602,2024-06
ALB,internet_men,0.826,1.092,2024-06
ALB,mobile_fm_ratio,0.985,0.039,2024-06
ALB,mobile_women,0.902,0.977,2024-06
ALB,mobile_men,0.932,0.09,2024-06
AGO,internet_fm_ratio,0.652,0.071,2024-06
AGO,internet_women,0.34,0.674,2024-06
AGO,internet_men,0.435,0.505,2024-06
AGO,mobile_fm_ratio,0.817,0.041,2024-06
AGO,mobile_women,0.659,1.374,2024-06
AGO,mobile_men,0.755,0.08,2024-06
AFG,internet_fm_ratio,0.429,0.057,2024-06
AFG,internet_women,0.138,0.25,2024-06
AFG,internet_men,0.246,0.215,2024-06
AFG,mobile_fm_ratio,0.552,0.026,2024-06
AFG,mobile_women,0.437,0.908,2024-06
AFG,mobile_men,0.685,0.049,2024-06
ZWE,internet_fm_ratio,0.924,0.055,2024-05
ZWE,internet_women,0.365,0.338,2024-05
ZWE,internet_men,0.384,0.29,2024-05
ZWE,mobile_fm_ratio,1.002,0.041,2024-05
ZWE,mobile_women,0.624,0.744,2024-05
ZWE,mobile_men,0.659,0.124,2024-05
ZMB,internet_fm_ratio,0.695,0.064,2024-05
ZMB,internet_women,0.253,0.461,2024-05
ZMB,internet_men,0.355,0.375,2024-05
ZMB,mobile_fm_ratio,0.927,0.044,2024-05
ZMB,mobile_women,0.63,1.026,2024-05
ZMB,mobile_men,0.687,0.085,2024-05
ZAF,internet_fm_ratio,0.968,0.048,2024-05
ZAF,internet_women,0.629,1.415,2024-05
ZAF,internet_men,0.656,0.98,2024-05
ZAF,mobile_fm_ratio,1.017,0.043,2024-05
ZAF,mobile_women,0.822,0.911,2024-05
ZAF,mobile_men,0.802,0.088,2024-05
YEM,internet_fm_ratio,0.512,0.053,2024-05
YEM,internet_women,0.266,0.232,2024-05
YEM,internet_men,0.459,0.211,2024-05
YEM,mobile_fm_ratio,0.721,0.03,2024-05
YEM,mobile_women,0.617,1.224,2024-05
YEM,mobile_men,0.679,0.045,2024-05
WSM,internet_fm_ratio,0.803,0.062,2024-05
WSM,internet_women,0.701,0.64,2024-05
WSM,internet_men,0.774,0.492,2024-05
WSM,mobile_fm_ratio,0.975,0.042,2024-05
WSM,mobile_women,0.765,0.962,2024-05
WSM,mobile_men,0.774,0.089,2024-05
VUT,internet_fm_ratio,0.83,0.058,2024-05
VUT,internet_women,0.608,0.462,2024-05
VUT,internet_men,0.726,0.374,2024-05
VUT,mobile_fm_ratio,0.985,0.041,2024-05
VUT,mobile_women,0.708,0.955,2024-05
VUT,mobile_men,0.743,0.089,2024-05
VNM,internet_fm_ratio,0.952,0.042,2024-05
VNM,internet_women,0.757,1.177,2024-05
VNM,internet_men,0.815,0.824,2024-05
VNM,mobile_fm_ratio,0.992,0.04,2024-05
VNM,mobile_women,0.794,1.731,2024-05
VNM,mobile_men,0.808,0.089,2024-05
VEN,internet_fm_ratio,0.991,0.048,2024-05
VEN,internet_women,0.697,0.741,2024-05
VEN,internet_men,0.754,0.555,2024-05
VEN,mobile_fm_ratio,0.991,0.046,2024-05
VEN,mobile_women,0.779,1.092,2024-05
VEN,mobile_men,0.808,0.222,2024-05
VCT,internet_fm_ratio,0.996,0.041,2024-05
VCT,internet_women,0.824,1.486,2024-05
VCT,internet_men,0.809,1.019,2024-05
VCT,mobile_fm_ratio,1.024,0.04,2024-05
VCT,mobile_women,0.857,0.856,2024-05
VCT,mobile_men,0.804,0.088,2024-05
UZB,internet_fm_ratio,0.929,0.053,2024-05
UZB,internet_women,0.716,0.92,2024-05
UZB,internet_men,0.824,0.663,2024-05
UZB,mobile_fm_ratio,0.904,0.037,2024-05
UZB,mobile_women,0.777,1.55,2024-05
UZB,mobile_men,0.854,0.083,2024-05
USA,internet_fm_ratio,1.012,0.041,2024-05
USA,internet_women,0.917,6.49,2024-05
USA,internet_men,0.93,4.206,2024-05
USA,mobile_fm_ratio,1.006,0.041,2024-05
USA,mobile_women,0.953,1.799,2024-05
USA,mobile_men,0.941,0.093,2024-05
URY,internet_fm_ratio,1.025,0.042,2024-05
URY,internet_women,0.908,2.288,2024-05
URY,internet_men,0.888,1.539,2024-05
URY,mobile_fm_ratio,1.012,0.045,2024-05
URY,mobile_women,0.914,1.633,2024-05
URY,mobile_men,0.879,0.094,2024-05
